BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner,to_BPCreditWorthiness_BusinessPartner,to_BPFinServicesReporting_BusinessPartner,to_BusinessPartner_BusinessPartner,to_BusinessPartnerIsBank_BusinessPartner,to_Customer_Customer,to_Supplier_Supplier
r-29041884,r-29041884,r-29041884,1884,1884,4,BusinessPartnerFullName-29041884,1884,BusinessPartnerName-29041884,29041884-8de5-49ed-adc8-3611b46ddf16,84,ser-29041884,2014-04-04,22:59:53,FirstName-29041884,1884,y-29041884,9041884,41884,true,true,4,true,4,84,2008-02-08,22:59:53,ser-29041884,LastName-29041884,84,OrganizationBPName1-29041884,OrganizationBPName2-29041884,OrganizationBPName3-29041884,OrganizationBPName4-29041884,2003-03-10,2010-05-23,SearchTerm1-29041884,SearchTerm2-29041884,AdditionalLastName-29041884,2001-09-05,4,BusinessPartnerBirthplaceName-29041884,2008-01-18,true,1884,ETag-29041884,GroupBusinessPartnerName1-29041884,GroupBusinessPartnerName2-29041884,D-29041884,4,MiddleName-29041884,884,84,PersonFullName-29041884,r-29041884,true,ByExtSystem-29041884,4,1884,4,884,BusinessPartnerBirthName-29041884,1884,NaturalPersonEmployerName-29041884,1884,1884,s-29041884,true,041884,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041885,r-29041885,r-29041885,1885,1885,5,BusinessPartnerFullName-29041885,1885,BusinessPartnerName-29041885,29041885-7ade-4023-a0d8-bf3c5bd37821,85,ser-29041885,2000-11-09,22:59:53,FirstName-29041885,1885,y-29041885,9041885,41885,false,false,5,false,5,85,2013-03-06,22:59:53,ser-29041885,LastName-29041885,85,OrganizationBPName1-29041885,OrganizationBPName2-29041885,OrganizationBPName3-29041885,OrganizationBPName4-29041885,2014-08-27,2022-04-05,SearchTerm1-29041885,SearchTerm2-29041885,AdditionalLastName-29041885,2001-02-08,5,BusinessPartnerBirthplaceName-29041885,2009-07-16,false,1885,ETag-29041885,GroupBusinessPartnerName1-29041885,GroupBusinessPartnerName2-29041885,D-29041885,5,MiddleName-29041885,885,85,PersonFullName-29041885,r-29041885,false,ByExtSystem-29041885,5,1885,5,885,BusinessPartnerBirthName-29041885,1885,NaturalPersonEmployerName-29041885,1885,1885,s-29041885,false,041885,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041886,r-29041886,r-29041886,1886,1886,6,BusinessPartnerFullName-29041886,1886,BusinessPartnerName-29041886,29041886-f738-41c8-84b6-8e3e3e34cf72,86,ser-29041886,2020-11-21,22:59:53,FirstName-29041886,1886,y-29041886,9041886,41886,true,true,6,true,6,86,2002-10-29,22:59:53,ser-29041886,LastName-29041886,86,OrganizationBPName1-29041886,OrganizationBPName2-29041886,OrganizationBPName3-29041886,OrganizationBPName4-29041886,2008-10-03,2011-09-27,SearchTerm1-29041886,SearchTerm2-29041886,AdditionalLastName-29041886,2014-02-24,6,BusinessPartnerBirthplaceName-29041886,2011-12-10,true,1886,ETag-29041886,GroupBusinessPartnerName1-29041886,GroupBusinessPartnerName2-29041886,D-29041886,6,MiddleName-29041886,886,86,PersonFullName-29041886,r-29041886,true,ByExtSystem-29041886,6,1886,6,886,BusinessPartnerBirthName-29041886,1886,NaturalPersonEmployerName-29041886,1886,1886,s-29041886,true,041886,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041887,r-29041887,r-29041887,1887,1887,7,BusinessPartnerFullName-29041887,1887,BusinessPartnerName-29041887,29041887-4e1d-48bd-83a8-bfcb2e0959b9,87,ser-29041887,2019-04-09,22:59:53,FirstName-29041887,1887,y-29041887,9041887,41887,false,false,7,false,7,87,2002-03-20,22:59:53,ser-29041887,LastName-29041887,87,OrganizationBPName1-29041887,OrganizationBPName2-29041887,OrganizationBPName3-29041887,OrganizationBPName4-29041887,2000-09-12,2002-06-13,SearchTerm1-29041887,SearchTerm2-29041887,AdditionalLastName-29041887,2021-03-14,7,BusinessPartnerBirthplaceName-29041887,2010-01-09,false,1887,ETag-29041887,GroupBusinessPartnerName1-29041887,GroupBusinessPartnerName2-29041887,D-29041887,7,MiddleName-29041887,887,87,PersonFullName-29041887,r-29041887,false,ByExtSystem-29041887,7,1887,7,887,BusinessPartnerBirthName-29041887,1887,NaturalPersonEmployerName-29041887,1887,1887,s-29041887,false,041887,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041888,r-29041888,r-29041888,1888,1888,8,BusinessPartnerFullName-29041888,1888,BusinessPartnerName-29041888,29041888-bf1b-4cbc-8e8c-e9d1056c97f9,88,ser-29041888,2008-07-08,22:59:53,FirstName-29041888,1888,y-29041888,9041888,41888,true,true,8,true,8,88,2000-06-04,22:59:53,ser-29041888,LastName-29041888,88,OrganizationBPName1-29041888,OrganizationBPName2-29041888,OrganizationBPName3-29041888,OrganizationBPName4-29041888,2002-10-30,2002-10-20,SearchTerm1-29041888,SearchTerm2-29041888,AdditionalLastName-29041888,2010-09-11,8,BusinessPartnerBirthplaceName-29041888,2011-08-13,true,1888,ETag-29041888,GroupBusinessPartnerName1-29041888,GroupBusinessPartnerName2-29041888,D-29041888,8,MiddleName-29041888,888,88,PersonFullName-29041888,r-29041888,true,ByExtSystem-29041888,8,1888,8,888,BusinessPartnerBirthName-29041888,1888,NaturalPersonEmployerName-29041888,1888,1888,s-29041888,true,041888,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041889,r-29041889,r-29041889,1889,1889,9,BusinessPartnerFullName-29041889,1889,BusinessPartnerName-29041889,29041889-1b0f-44fc-951f-7a6b19e99261,89,ser-29041889,2023-08-02,22:59:53,FirstName-29041889,1889,y-29041889,9041889,41889,false,false,9,false,9,89,2017-01-01,22:59:53,ser-29041889,LastName-29041889,89,OrganizationBPName1-29041889,OrganizationBPName2-29041889,OrganizationBPName3-29041889,OrganizationBPName4-29041889,2012-08-07,2011-09-12,SearchTerm1-29041889,SearchTerm2-29041889,AdditionalLastName-29041889,2001-04-14,9,BusinessPartnerBirthplaceName-29041889,2023-12-04,false,1889,ETag-29041889,GroupBusinessPartnerName1-29041889,GroupBusinessPartnerName2-29041889,D-29041889,9,MiddleName-29041889,889,89,PersonFullName-29041889,r-29041889,false,ByExtSystem-29041889,9,1889,9,889,BusinessPartnerBirthName-29041889,1889,NaturalPersonEmployerName-29041889,1889,1889,s-29041889,false,041889,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041890,r-29041890,r-29041890,1890,1890,0,BusinessPartnerFullName-29041890,1890,BusinessPartnerName-29041890,29041890-5c37-4e8c-93d2-5a6a04a94f1c,90,ser-29041890,2002-07-07,22:59:53,FirstName-29041890,1890,y-29041890,9041890,41890,true,true,0,true,0,90,2014-04-27,22:59:53,ser-29041890,LastName-29041890,90,OrganizationBPName1-29041890,OrganizationBPName2-29041890,OrganizationBPName3-29041890,OrganizationBPName4-29041890,2001-08-19,2014-03-20,SearchTerm1-29041890,SearchTerm2-29041890,AdditionalLastName-29041890,2018-12-07,0,BusinessPartnerBirthplaceName-29041890,2011-08-26,true,1890,ETag-29041890,GroupBusinessPartnerName1-29041890,GroupBusinessPartnerName2-29041890,D-29041890,0,MiddleName-29041890,890,90,PersonFullName-29041890,r-29041890,true,ByExtSystem-29041890,0,1890,0,890,BusinessPartnerBirthName-29041890,1890,NaturalPersonEmployerName-29041890,1890,1890,s-29041890,true,041890,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041891,r-29041891,r-29041891,1891,1891,1,BusinessPartnerFullName-29041891,1891,BusinessPartnerName-29041891,29041891-6236-41cc-926e-ceea446cc00c,91,ser-29041891,2022-03-25,22:59:53,FirstName-29041891,1891,y-29041891,9041891,41891,false,false,1,false,1,91,2009-07-04,22:59:53,ser-29041891,LastName-29041891,91,OrganizationBPName1-29041891,OrganizationBPName2-29041891,OrganizationBPName3-29041891,OrganizationBPName4-29041891,2023-02-24,2017-01-29,SearchTerm1-29041891,SearchTerm2-29041891,AdditionalLastName-29041891,2001-01-16,1,BusinessPartnerBirthplaceName-29041891,2015-08-10,false,1891,ETag-29041891,GroupBusinessPartnerName1-29041891,GroupBusinessPartnerName2-29041891,D-29041891,1,MiddleName-29041891,891,91,PersonFullName-29041891,r-29041891,false,ByExtSystem-29041891,1,1891,1,891,BusinessPartnerBirthName-29041891,1891,NaturalPersonEmployerName-29041891,1891,1891,s-29041891,false,041891,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041892,r-29041892,r-29041892,1892,1892,2,BusinessPartnerFullName-29041892,1892,BusinessPartnerName-29041892,29041892-f52a-43fd-b6aa-345129e3cb53,92,ser-29041892,2010-12-13,22:59:53,FirstName-29041892,1892,y-29041892,9041892,41892,true,true,2,true,2,92,2010-01-24,22:59:53,ser-29041892,LastName-29041892,92,OrganizationBPName1-29041892,OrganizationBPName2-29041892,OrganizationBPName3-29041892,OrganizationBPName4-29041892,2010-10-10,2015-01-14,SearchTerm1-29041892,SearchTerm2-29041892,AdditionalLastName-29041892,2007-02-10,2,BusinessPartnerBirthplaceName-29041892,2004-12-25,true,1892,ETag-29041892,GroupBusinessPartnerName1-29041892,GroupBusinessPartnerName2-29041892,D-29041892,2,MiddleName-29041892,892,92,PersonFullName-29041892,r-29041892,true,ByExtSystem-29041892,2,1892,2,892,BusinessPartnerBirthName-29041892,1892,NaturalPersonEmployerName-29041892,1892,1892,s-29041892,true,041892,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041893,r-29041893,r-29041893,1893,1893,3,BusinessPartnerFullName-29041893,1893,BusinessPartnerName-29041893,29041893-1a05-4069-8939-5832631fed48,93,ser-29041893,2021-02-27,22:59:53,FirstName-29041893,1893,y-29041893,9041893,41893,false,false,3,false,3,93,2010-10-14,22:59:53,ser-29041893,LastName-29041893,93,OrganizationBPName1-29041893,OrganizationBPName2-29041893,OrganizationBPName3-29041893,OrganizationBPName4-29041893,2018-05-16,2001-12-08,SearchTerm1-29041893,SearchTerm2-29041893,AdditionalLastName-29041893,2012-08-20,3,BusinessPartnerBirthplaceName-29041893,2015-08-07,false,1893,ETag-29041893,GroupBusinessPartnerName1-29041893,GroupBusinessPartnerName2-29041893,D-29041893,3,MiddleName-29041893,893,93,PersonFullName-29041893,r-29041893,false,ByExtSystem-29041893,3,1893,3,893,BusinessPartnerBirthName-29041893,1893,NaturalPersonEmployerName-29041893,1893,1893,s-29041893,false,041893,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041894,r-29041894,r-29041894,1894,1894,4,BusinessPartnerFullName-29041894,1894,BusinessPartnerName-29041894,29041894-f8fd-4140-bdc1-589f21219c00,94,ser-29041894,2009-09-06,22:59:53,FirstName-29041894,1894,y-29041894,9041894,41894,true,true,4,true,4,94,2016-01-01,22:59:53,ser-29041894,LastName-29041894,94,OrganizationBPName1-29041894,OrganizationBPName2-29041894,OrganizationBPName3-29041894,OrganizationBPName4-29041894,2017-04-22,2002-08-08,SearchTerm1-29041894,SearchTerm2-29041894,AdditionalLastName-29041894,2000-11-29,4,BusinessPartnerBirthplaceName-29041894,2002-09-27,true,1894,ETag-29041894,GroupBusinessPartnerName1-29041894,GroupBusinessPartnerName2-29041894,D-29041894,4,MiddleName-29041894,894,94,PersonFullName-29041894,r-29041894,true,ByExtSystem-29041894,4,1894,4,894,BusinessPartnerBirthName-29041894,1894,NaturalPersonEmployerName-29041894,1894,1894,s-29041894,true,041894,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041895,r-29041895,r-29041895,1895,1895,5,BusinessPartnerFullName-29041895,1895,BusinessPartnerName-29041895,29041895-ec3a-4283-a3ac-fb01b2133b0d,95,ser-29041895,2017-09-04,22:59:53,FirstName-29041895,1895,y-29041895,9041895,41895,false,false,5,false,5,95,2011-10-18,22:59:53,ser-29041895,LastName-29041895,95,OrganizationBPName1-29041895,OrganizationBPName2-29041895,OrganizationBPName3-29041895,OrganizationBPName4-29041895,2019-09-29,2016-12-22,SearchTerm1-29041895,SearchTerm2-29041895,AdditionalLastName-29041895,2016-03-27,5,BusinessPartnerBirthplaceName-29041895,2020-02-17,false,1895,ETag-29041895,GroupBusinessPartnerName1-29041895,GroupBusinessPartnerName2-29041895,D-29041895,5,MiddleName-29041895,895,95,PersonFullName-29041895,r-29041895,false,ByExtSystem-29041895,5,1895,5,895,BusinessPartnerBirthName-29041895,1895,NaturalPersonEmployerName-29041895,1895,1895,s-29041895,false,041895,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041896,r-29041896,r-29041896,1896,1896,6,BusinessPartnerFullName-29041896,1896,BusinessPartnerName-29041896,29041896-bd6b-49e9-92db-b7545db58c17,96,ser-29041896,2021-04-12,22:59:53,FirstName-29041896,1896,y-29041896,9041896,41896,true,true,6,true,6,96,2010-05-06,22:59:53,ser-29041896,LastName-29041896,96,OrganizationBPName1-29041896,OrganizationBPName2-29041896,OrganizationBPName3-29041896,OrganizationBPName4-29041896,2019-06-25,2017-03-30,SearchTerm1-29041896,SearchTerm2-29041896,AdditionalLastName-29041896,2005-01-16,6,BusinessPartnerBirthplaceName-29041896,2003-12-20,true,1896,ETag-29041896,GroupBusinessPartnerName1-29041896,GroupBusinessPartnerName2-29041896,D-29041896,6,MiddleName-29041896,896,96,PersonFullName-29041896,r-29041896,true,ByExtSystem-29041896,6,1896,6,896,BusinessPartnerBirthName-29041896,1896,NaturalPersonEmployerName-29041896,1896,1896,s-29041896,true,041896,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041897,r-29041897,r-29041897,1897,1897,7,BusinessPartnerFullName-29041897,1897,BusinessPartnerName-29041897,29041897-a7f1-43b5-a847-8d2e1b74780b,97,ser-29041897,2023-05-27,22:59:53,FirstName-29041897,1897,y-29041897,9041897,41897,false,false,7,false,7,97,2003-11-28,22:59:53,ser-29041897,LastName-29041897,97,OrganizationBPName1-29041897,OrganizationBPName2-29041897,OrganizationBPName3-29041897,OrganizationBPName4-29041897,2006-06-25,2018-11-03,SearchTerm1-29041897,SearchTerm2-29041897,AdditionalLastName-29041897,2005-05-07,7,BusinessPartnerBirthplaceName-29041897,2023-06-16,false,1897,ETag-29041897,GroupBusinessPartnerName1-29041897,GroupBusinessPartnerName2-29041897,D-29041897,7,MiddleName-29041897,897,97,PersonFullName-29041897,r-29041897,false,ByExtSystem-29041897,7,1897,7,897,BusinessPartnerBirthName-29041897,1897,NaturalPersonEmployerName-29041897,1897,1897,s-29041897,false,041897,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041898,r-29041898,r-29041898,1898,1898,8,BusinessPartnerFullName-29041898,1898,BusinessPartnerName-29041898,29041898-6523-4a08-9617-db78618307c5,98,ser-29041898,2007-09-19,22:59:53,FirstName-29041898,1898,y-29041898,9041898,41898,true,true,8,true,8,98,2002-05-20,22:59:53,ser-29041898,LastName-29041898,98,OrganizationBPName1-29041898,OrganizationBPName2-29041898,OrganizationBPName3-29041898,OrganizationBPName4-29041898,2007-11-06,2010-10-20,SearchTerm1-29041898,SearchTerm2-29041898,AdditionalLastName-29041898,2006-09-30,8,BusinessPartnerBirthplaceName-29041898,2006-06-23,true,1898,ETag-29041898,GroupBusinessPartnerName1-29041898,GroupBusinessPartnerName2-29041898,D-29041898,8,MiddleName-29041898,898,98,PersonFullName-29041898,r-29041898,true,ByExtSystem-29041898,8,1898,8,898,BusinessPartnerBirthName-29041898,1898,NaturalPersonEmployerName-29041898,1898,1898,s-29041898,true,041898,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041899,r-29041899,r-29041899,1899,1899,9,BusinessPartnerFullName-29041899,1899,BusinessPartnerName-29041899,29041899-82f9-4b2e-a00b-fbbca5be54b9,99,ser-29041899,2020-04-24,22:59:53,FirstName-29041899,1899,y-29041899,9041899,41899,false,false,9,false,9,99,2014-10-08,22:59:53,ser-29041899,LastName-29041899,99,OrganizationBPName1-29041899,OrganizationBPName2-29041899,OrganizationBPName3-29041899,OrganizationBPName4-29041899,2007-07-13,2000-08-14,SearchTerm1-29041899,SearchTerm2-29041899,AdditionalLastName-29041899,2008-01-03,9,BusinessPartnerBirthplaceName-29041899,2005-04-08,false,1899,ETag-29041899,GroupBusinessPartnerName1-29041899,GroupBusinessPartnerName2-29041899,D-29041899,9,MiddleName-29041899,899,99,PersonFullName-29041899,r-29041899,false,ByExtSystem-29041899,9,1899,9,899,BusinessPartnerBirthName-29041899,1899,NaturalPersonEmployerName-29041899,1899,1899,s-29041899,false,041899,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041900,r-29041900,r-29041900,1900,1900,0,BusinessPartnerFullName-29041900,1900,BusinessPartnerName-29041900,29041900-bb2c-4c2a-adb4-10d41fd95de8,00,ser-29041900,2003-08-17,22:59:53,FirstName-29041900,1900,y-29041900,9041900,41900,true,true,0,true,0,00,2020-08-17,22:59:53,ser-29041900,LastName-29041900,00,OrganizationBPName1-29041900,OrganizationBPName2-29041900,OrganizationBPName3-29041900,OrganizationBPName4-29041900,2005-04-24,2018-10-24,SearchTerm1-29041900,SearchTerm2-29041900,AdditionalLastName-29041900,2006-07-09,0,BusinessPartnerBirthplaceName-29041900,2010-09-13,true,1900,ETag-29041900,GroupBusinessPartnerName1-29041900,GroupBusinessPartnerName2-29041900,D-29041900,0,MiddleName-29041900,900,00,PersonFullName-29041900,r-29041900,true,ByExtSystem-29041900,0,1900,0,900,BusinessPartnerBirthName-29041900,1900,NaturalPersonEmployerName-29041900,1900,1900,s-29041900,true,041900,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041901,r-29041901,r-29041901,1901,1901,1,BusinessPartnerFullName-29041901,1901,BusinessPartnerName-29041901,29041901-340c-4744-aa4b-069dd3258b48,01,ser-29041901,2019-02-19,22:59:53,FirstName-29041901,1901,y-29041901,9041901,41901,false,false,1,false,1,01,2012-01-25,22:59:53,ser-29041901,LastName-29041901,01,OrganizationBPName1-29041901,OrganizationBPName2-29041901,OrganizationBPName3-29041901,OrganizationBPName4-29041901,2004-12-13,2022-04-12,SearchTerm1-29041901,SearchTerm2-29041901,AdditionalLastName-29041901,2017-08-28,1,BusinessPartnerBirthplaceName-29041901,2004-04-11,false,1901,ETag-29041901,GroupBusinessPartnerName1-29041901,GroupBusinessPartnerName2-29041901,D-29041901,1,MiddleName-29041901,901,01,PersonFullName-29041901,r-29041901,false,ByExtSystem-29041901,1,1901,1,901,BusinessPartnerBirthName-29041901,1901,NaturalPersonEmployerName-29041901,1901,1901,s-29041901,false,041901,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041902,r-29041902,r-29041902,1902,1902,2,BusinessPartnerFullName-29041902,1902,BusinessPartnerName-29041902,29041902-9f17-44a4-9d67-199d61ee0317,02,ser-29041902,2020-11-15,22:59:53,FirstName-29041902,1902,y-29041902,9041902,41902,true,true,2,true,2,02,2005-04-13,22:59:53,ser-29041902,LastName-29041902,02,OrganizationBPName1-29041902,OrganizationBPName2-29041902,OrganizationBPName3-29041902,OrganizationBPName4-29041902,2022-02-24,2016-08-06,SearchTerm1-29041902,SearchTerm2-29041902,AdditionalLastName-29041902,2008-06-13,2,BusinessPartnerBirthplaceName-29041902,2016-10-02,true,1902,ETag-29041902,GroupBusinessPartnerName1-29041902,GroupBusinessPartnerName2-29041902,D-29041902,2,MiddleName-29041902,902,02,PersonFullName-29041902,r-29041902,true,ByExtSystem-29041902,2,1902,2,902,BusinessPartnerBirthName-29041902,1902,NaturalPersonEmployerName-29041902,1902,1902,s-29041902,true,041902,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041903,r-29041903,r-29041903,1903,1903,3,BusinessPartnerFullName-29041903,1903,BusinessPartnerName-29041903,29041903-4b07-471c-bf5d-20e48879441a,03,ser-29041903,2014-09-27,22:59:53,FirstName-29041903,1903,y-29041903,9041903,41903,false,false,3,false,3,03,2001-11-23,22:59:53,ser-29041903,LastName-29041903,03,OrganizationBPName1-29041903,OrganizationBPName2-29041903,OrganizationBPName3-29041903,OrganizationBPName4-29041903,2000-01-27,2009-05-23,SearchTerm1-29041903,SearchTerm2-29041903,AdditionalLastName-29041903,2005-05-01,3,BusinessPartnerBirthplaceName-29041903,2003-05-24,false,1903,ETag-29041903,GroupBusinessPartnerName1-29041903,GroupBusinessPartnerName2-29041903,D-29041903,3,MiddleName-29041903,903,03,PersonFullName-29041903,r-29041903,false,ByExtSystem-29041903,3,1903,3,903,BusinessPartnerBirthName-29041903,1903,NaturalPersonEmployerName-29041903,1903,1903,s-29041903,false,041903,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041904,r-29041904,r-29041904,1904,1904,4,BusinessPartnerFullName-29041904,1904,BusinessPartnerName-29041904,29041904-26b1-4e7a-9a7c-1b4c13064e3b,04,ser-29041904,2019-11-26,22:59:53,FirstName-29041904,1904,y-29041904,9041904,41904,true,true,4,true,4,04,2010-07-25,22:59:53,ser-29041904,LastName-29041904,04,OrganizationBPName1-29041904,OrganizationBPName2-29041904,OrganizationBPName3-29041904,OrganizationBPName4-29041904,2019-02-09,2003-09-22,SearchTerm1-29041904,SearchTerm2-29041904,AdditionalLastName-29041904,2004-08-12,4,BusinessPartnerBirthplaceName-29041904,2002-02-12,true,1904,ETag-29041904,GroupBusinessPartnerName1-29041904,GroupBusinessPartnerName2-29041904,D-29041904,4,MiddleName-29041904,904,04,PersonFullName-29041904,r-29041904,true,ByExtSystem-29041904,4,1904,4,904,BusinessPartnerBirthName-29041904,1904,NaturalPersonEmployerName-29041904,1904,1904,s-29041904,true,041904,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041905,r-29041905,r-29041905,1905,1905,5,BusinessPartnerFullName-29041905,1905,BusinessPartnerName-29041905,29041905-a027-40f7-8cc7-650204b53391,05,ser-29041905,2001-06-21,22:59:53,FirstName-29041905,1905,y-29041905,9041905,41905,false,false,5,false,5,05,2001-03-20,22:59:53,ser-29041905,LastName-29041905,05,OrganizationBPName1-29041905,OrganizationBPName2-29041905,OrganizationBPName3-29041905,OrganizationBPName4-29041905,2020-11-27,2016-08-06,SearchTerm1-29041905,SearchTerm2-29041905,AdditionalLastName-29041905,2023-08-06,5,BusinessPartnerBirthplaceName-29041905,2010-10-29,false,1905,ETag-29041905,GroupBusinessPartnerName1-29041905,GroupBusinessPartnerName2-29041905,D-29041905,5,MiddleName-29041905,905,05,PersonFullName-29041905,r-29041905,false,ByExtSystem-29041905,5,1905,5,905,BusinessPartnerBirthName-29041905,1905,NaturalPersonEmployerName-29041905,1905,1905,s-29041905,false,041905,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041906,r-29041906,r-29041906,1906,1906,6,BusinessPartnerFullName-29041906,1906,BusinessPartnerName-29041906,29041906-750a-435f-9596-d0e830538ccc,06,ser-29041906,2019-09-12,22:59:53,FirstName-29041906,1906,y-29041906,9041906,41906,true,true,6,true,6,06,2018-01-23,22:59:53,ser-29041906,LastName-29041906,06,OrganizationBPName1-29041906,OrganizationBPName2-29041906,OrganizationBPName3-29041906,OrganizationBPName4-29041906,2023-12-15,2022-02-24,SearchTerm1-29041906,SearchTerm2-29041906,AdditionalLastName-29041906,2020-10-10,6,BusinessPartnerBirthplaceName-29041906,2004-11-04,true,1906,ETag-29041906,GroupBusinessPartnerName1-29041906,GroupBusinessPartnerName2-29041906,D-29041906,6,MiddleName-29041906,906,06,PersonFullName-29041906,r-29041906,true,ByExtSystem-29041906,6,1906,6,906,BusinessPartnerBirthName-29041906,1906,NaturalPersonEmployerName-29041906,1906,1906,s-29041906,true,041906,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041907,r-29041907,r-29041907,1907,1907,7,BusinessPartnerFullName-29041907,1907,BusinessPartnerName-29041907,29041907-9e81-4b2c-977a-99a87e22560b,07,ser-29041907,2006-11-12,22:59:53,FirstName-29041907,1907,y-29041907,9041907,41907,false,false,7,false,7,07,2014-04-18,22:59:53,ser-29041907,LastName-29041907,07,OrganizationBPName1-29041907,OrganizationBPName2-29041907,OrganizationBPName3-29041907,OrganizationBPName4-29041907,2018-03-27,2021-02-22,SearchTerm1-29041907,SearchTerm2-29041907,AdditionalLastName-29041907,2008-05-10,7,BusinessPartnerBirthplaceName-29041907,2010-10-21,false,1907,ETag-29041907,GroupBusinessPartnerName1-29041907,GroupBusinessPartnerName2-29041907,D-29041907,7,MiddleName-29041907,907,07,PersonFullName-29041907,r-29041907,false,ByExtSystem-29041907,7,1907,7,907,BusinessPartnerBirthName-29041907,1907,NaturalPersonEmployerName-29041907,1907,1907,s-29041907,false,041907,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041908,r-29041908,r-29041908,1908,1908,8,BusinessPartnerFullName-29041908,1908,BusinessPartnerName-29041908,29041908-d654-4747-857d-5440b3e3f8c4,08,ser-29041908,2009-09-10,22:59:53,FirstName-29041908,1908,y-29041908,9041908,41908,true,true,8,true,8,08,2004-07-27,22:59:53,ser-29041908,LastName-29041908,08,OrganizationBPName1-29041908,OrganizationBPName2-29041908,OrganizationBPName3-29041908,OrganizationBPName4-29041908,2006-09-04,2015-01-30,SearchTerm1-29041908,SearchTerm2-29041908,AdditionalLastName-29041908,2006-09-12,8,BusinessPartnerBirthplaceName-29041908,2003-03-26,true,1908,ETag-29041908,GroupBusinessPartnerName1-29041908,GroupBusinessPartnerName2-29041908,D-29041908,8,MiddleName-29041908,908,08,PersonFullName-29041908,r-29041908,true,ByExtSystem-29041908,8,1908,8,908,BusinessPartnerBirthName-29041908,1908,NaturalPersonEmployerName-29041908,1908,1908,s-29041908,true,041908,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
